SALE_ID,SALE_DATE,GEO_TERRITORY,CHANNEL,PRODUCT_SKU,PRODUCT_CATEGORY,ACTUAL_SALES,UNITS_SOLD,AD_SPEND,DISCOUNT_RATE
SALE-2025-002089,2025-10-11,North,Partner,AURA-ACC-003,Accessories,222.09,8,29.56,0.0
SALE-2025-002090,2025-10-11,North,Partner,AURA-ACC-006,Accessories,41.05,6,4.08,0.05
SALE-2025-002091,2025-10-11,North,Partner,AURA-HP-005,Electronics,603.1,8,68.39,0.1
SALE-2025-002092,2025-10-11,North,Partner,AURA-HP-007,Electronics,843.75,9,89.55,0.05
SALE-2025-002093,2025-10-11,North,Partner,AURA-SPK-006,Electronics,859.52,8,95.35,0.15
SALE-2025-002094,2025-10-11,South,Online,AURA-SPK-001,Electronics,884.18,9,102.78,0.0
SALE-2025-002095,2025-10-11,South,Online,AURA-CBL-001,Cables,156.42,12,17.62,0.15
SALE-2025-002096,2025-10-11,South,Online,AURA-ACC-001,Accessories,412.79,11,55.55,0.0
SALE-2025-002097,2025-10-11,South,Online,AURA-HP-003,Electronics,555.42,3,53.63,0.15
SALE-2025-002098,2025-10-11,South,Online,AURA-SPK-002,Electronics,368.92,7,40.78,0.0
SALE-2025-002099,2025-10-11,South,Online,AURA-SPK-004,Electronics,1379.75,10,184.18,0.15
SALE-2025-002100,2025-10-11,South,Online,AURA-CBL-002,Cables,60.36,6,6.85,0.2
SALE-2025-002101,2025-10-11,South,Online,AURA-CBL-003,Cables,118.1,8,11.79,0.0
SALE-2025-002102,2025-10-11,South,Online,AURA-CBL-004,Cables,8.68,1,1.08,0.0
SALE-2025-002103,2025-10-11,South,Online,AURA-CBL-005,Cables,122.65,10,14.51,0.0
SALE-2025-002104,2025-10-11,South,Online,AURA-CBL-006,Cables,69.8,5,7.93,0.1
SALE-2025-002105,2025-10-11,South,Online,AURA-ACC-003,Accessories,174.09,6,21.25,0.0
SALE-2025-002106,2025-10-11,South,Online,AURA-ACC-004,Accessories,319.48,13,37.52,0.0
SALE-2025-002107,2025-10-11,South,Online,AURA-ACC-006,Accessories,81.49,12,8.8,0.0
SALE-2025-002108,2025-10-11,South,Online,AURA-ACC-007,Accessories,133.15,9,13.71,0.05
SALE-2025-002109,2025-10-11,South,Online,AURA-ACC-008,Accessories,148.86,12,16.03,0.2
SALE-2025-002110,2025-10-11,South,Online,AURA-ACC-009,Accessories,286.0,7,31.94,0.0
SALE-2025-002111,2025-10-11,South,Online,AURA-CBL-007,Cables,131.41,3,15.02,0.15
SALE-2025-002112,2025-10-11,South,Online,AURA-ACC-010,Accessories,179.07,3,23.63,0.05
SALE-2025-002113,2025-10-11,South,Online,AURA-HP-007,Electronics,655.68,7,86.32,0.0
SALE-2025-002114,2025-10-11,South,Retail,AURA-HP-002,Electronics,221.56,3,23.31,0.0
SALE-2025-002115,2025-10-11,South,Retail,AURA-ACC-001,Accessories,259.32,7,32.03,0.0
SALE-2025-002116,2025-10-11,South,Retail,AURA-HP-004,Electronics,293.75,7,39.17,0.0
SALE-2025-002117,2025-10-11,South,Retail,AURA-SPK-002,Electronics,272.69,6,29.91,0.0
SALE-2025-002118,2025-10-11,South,Retail,AURA-SPK-003,Electronics,1463.98,9,169.66,0.0
SALE-2025-002119,2025-10-11,South,Retail,AURA-SPK-004,Electronics,1161.12,9,116.88,0.0
SALE-2025-002120,2025-10-11,South,Retail,AURA-CBL-002,Cables,28.92,3,2.86,0.0
SALE-2025-002121,2025-10-11,South,Retail,AURA-CBL-005,Cables,47.2,4,5.61,0.1
SALE-2025-002122,2025-10-11,South,Retail,AURA-CBL-006,Cables,67.72,5,7.63,0.05
SALE-2025-002123,2025-10-11,South,Retail,AURA-ACC-002,Accessories,85.63,4,8.92,0.05
SALE-2025-002124,2025-10-11,South,Retail,AURA-ACC-003,Accessories,217.48,8,29.78,0.0
SALE-2025-002125,2025-10-11,South,Retail,AURA-ACC-005,Accessories,87.12,10,9.91,0.0
SALE-2025-002126,2025-10-11,South,Retail,AURA-ACC-007,Accessories,254.17,16,26.3,0.1
SALE-2025-002127,2025-10-11,South,Retail,AURA-ACC-008,Accessories,12.6,1,1.22,0.0
SALE-2025-002128,2025-10-11,South,Retail,AURA-HP-005,Electronics,838.33,12,89.92,0.1
SALE-2025-002129,2025-10-11,South,Retail,AURA-HP-006,Electronics,1879.34,8,200.11,0.0
SALE-2025-002130,2025-10-11,South,Retail,AURA-SPK-005,Electronics,336.8,6,34.91,0.2
SALE-2025-002131,2025-10-11,South,Retail,AURA-ACC-010,Accessories,480.26,9,52.53,0.2
SALE-2025-002132,2025-10-11,South,Retail,AURA-HP-007,Electronics,1289.45,14,178.55,0.15
SALE-2025-002133,2025-10-11,South,Partner,AURA-HP-002,Electronics,241.68,3,28.94,0.05
SALE-2025-002134,2025-10-11,South,Partner,AURA-SPK-001,Electronics,1073.94,11,111.19,0.2
SALE-2025-002135,2025-10-11,South,Partner,AURA-CBL-001,Cables,62.2,5,7.36,0.0
SALE-2025-002136,2025-10-11,South,Partner,AURA-HP-003,Electronics,1422.37,7,165.09,0.05
SALE-2025-002137,2025-10-11,South,Partner,AURA-HP-004,Electronics,246.49,6,31.0,0.0
SALE-2025-002138,2025-10-11,South,Partner,AURA-SPK-002,Electronics,313.87,6,44.38,0.0
SALE-2025-002139,2025-10-11,South,Partner,AURA-SPK-004,Electronics,666.26,5,64.69,0.1
SALE-2025-002140,2025-10-11,South,Partner,AURA-CBL-004,Cables,8.57,1,1.17,0.0
SALE-2025-002141,2025-10-11,South,Partner,AURA-CBL-005,Cables,100.2,8,13.05,0.0
SALE-2025-002142,2025-10-11,South,Partner,AURA-CBL-006,Cables,147.52,11,20.5,0.0
SALE-2025-002143,2025-10-11,South,Partner,AURA-ACC-002,Accessories,118.96,6,12.8,0.0
SALE-2025-002144,2025-10-11,South,Partner,AURA-ACC-004,Accessories,115.23,5,14.4,0.0
SALE-2025-002145,2025-10-11,South,Partner,AURA-ACC-007,Accessories,200.4,12,25.8,0.05
SALE-2025-002146,2025-10-11,South,Partner,AURA-SPK-005,Electronics,589.95,10,64.0,0.15
SALE-2025-002147,2025-10-11,South,Partner,AURA-ACC-009,Accessories,46.93,1,6.12,0.05
SALE-2025-002148,2025-10-11,South,Partner,AURA-CBL-007,Cables,83.6,2,9.2,0.05
SALE-2025-002149,2025-10-11,South,Partner,AURA-SPK-006,Electronics,1185.55,11,138.85,0.2
SALE-2025-002150,2025-10-11,East,Online,AURA-HP-002,Electronics,445.96,6,48.43,0.2
SALE-2025-002151,2025-10-11,East,Online,AURA-SPK-001,Electronics,666.67,7,85.01,0.0
SALE-2025-002152,2025-10-11,East,Online,AURA-HP-003,Electronics,919.38,5,116.59,0.0
SALE-2025-002153,2025-10-11,East,Online,AURA-HP-004,Electronics,333.3,8,37.48,0.15
SALE-2025-002154,2025-10-11,East,Online,AURA-SPK-002,Electronics,105.73,2,13.7,0.1
SALE-2025-002155,2025-10-11,East,Online,AURA-SPK-003,Electronics,1632.78,10,158.78,0.0
SALE-2025-002156,2025-10-11,East,Online,AURA-SPK-004,Electronics,1355.48,10,150.08,0.15
SALE-2025-002157,2025-10-11,East,Online,AURA-CBL-002,Cables,41.03,4,4.52,0.15
SALE-2025-002158,2025-10-11,East,Online,AURA-CBL-004,Cables,65.29,8,8.96,0.0
SALE-2025-002159,2025-10-11,East,Online,AURA-CBL-006,Cables,79.1,6,8.58,0.15
SALE-2025-002160,2025-10-11,East,Online,AURA-ACC-002,Accessories,236.17,11,28.53,0.05
SALE-2025-002161,2025-10-11,East,Online,AURA-ACC-004,Accessories,266.33,11,29.59,0.0
SALE-2025-002162,2025-10-11,East,Online,AURA-ACC-005,Accessories,117.07,12,14.88,0.2
SALE-2025-002163,2025-10-11,East,Online,AURA-ACC-006,Accessories,52.29,8,7.4,0.0
SALE-2025-002164,2025-10-11,East,Online,AURA-ACC-007,Accessories,105.36,7,10.87,0.1
SALE-2025-002165,2025-10-11,East,Online,AURA-SPK-005,Electronics,773.53,13,105.45,0.2
SALE-2025-002166,2025-10-11,East,Online,AURA-SPK-006,Electronics,398.85,4,50.28,0.0
SALE-2025-002167,2025-10-11,East,Retail,AURA-HP-002,Electronics,992.34,13,120.88,0.0
SALE-2025-002168,2025-10-11,East,Retail,AURA-CBL-001,Cables,78.98,6,8.52,0.0
SALE-2025-002169,2025-10-11,East,Retail,AURA-HP-003,Electronics,1956.98,9,255.26,0.0
SALE-2025-002170,2025-10-11,East,Retail,AURA-HP-004,Electronics,245.18,6,30.03,0.0
SALE-2025-002171,2025-10-11,East,Retail,AURA-CBL-003,Cables,115.19,8,15.27,0.05
SALE-2025-002172,2025-10-11,East,Retail,AURA-CBL-004,Cables,80.49,10,10.75,0.0
SALE-2025-002173,2025-10-11,East,Retail,AURA-CBL-006,Cables,55.72,4,5.62,0.1
SALE-2025-002174,2025-10-11,East,Retail,AURA-ACC-002,Accessories,179.45,9,22.13,0.1
SALE-2025-002175,2025-10-11,East,Retail,AURA-ACC-003,Accessories,226.93,7,28.79,0.1
SALE-2025-002176,2025-10-11,East,Retail,AURA-ACC-006,Accessories,25.17,4,3.33,0.1
SALE-2025-002177,2025-10-11,East,Retail,AURA-ACC-007,Accessories,98.46,6,10.79,0.15
SALE-2025-002178,2025-10-11,East,Retail,AURA-ACC-008,Accessories,153.39,11,16.56,0.0
SALE-2025-002179,2025-10-11,East,Retail,AURA-HP-006,Electronics,2593.6,11,271.67,0.0
SALE-2025-002180,2025-10-11,East,Retail,AURA-SPK-005,Electronics,722.49,11,85.68,0.0
SALE-2025-002181,2025-10-11,East,Retail,AURA-ACC-009,Accessories,331.33,7,45.52,0.0
SALE-2025-002182,2025-10-11,East,Retail,AURA-ACC-010,Accessories,309.0,6,41.22,0.2
SALE-2025-002183,2025-10-11,East,Retail,AURA-HP-007,Electronics,576.81,6,68.44,0.15
SALE-2025-002184,2025-10-11,East,Retail,AURA-SPK-006,Electronics,1348.79,12,166.45,0.0
SALE-2025-002185,2025-10-11,East,Partner,AURA-HP-002,Electronics,450.37,6,46.65,0.15
SALE-2025-002186,2025-10-11,East,Partner,AURA-SPK-001,Electronics,883.89,9,126.48,0.15
SALE-2025-002187,2025-10-11,East,Partner,AURA-CBL-001,Cables,89.42,7,9.71,0.2
SALE-2025-002188,2025-10-11,East,Partner,AURA-HP-003,Electronics,961.2,5,125.8,0.2
SALE-2025-002189,2025-10-11,East,Partner,AURA-SPK-002,Electronics,246.22,5,32.65,0.05
SALE-2025-002190,2025-10-11,East,Partner,AURA-SPK-003,Electronics,1590.36,9,201.97,0.0
SALE-2025-002191,2025-10-11,East,Partner,AURA-CBL-003,Cables,140.42,9,15.47,0.0
SALE-2025-002192,2025-10-11,East,Partner,AURA-CBL-004,Cables,94.49,12,10.81,0.1
SALE-2025-002193,2025-10-11,East,Partner,AURA-CBL-005,Cables,90.15,8,12.36,0.0
SALE-2025-002194,2025-10-11,East,Partner,AURA-CBL-006,Cables,143.44,11,18.75,0.15
SALE-2025-002195,2025-10-11,East,Partner,AURA-ACC-002,Accessories,261.57,12,30.01,0.15
SALE-2025-002196,2025-10-11,East,Partner,AURA-ACC-003,Accessories,172.03,6,21.52,0.05
SALE-2025-002197,2025-10-11,East,Partner,AURA-ACC-004,Accessories,113.86,5,13.33,0.0
SALE-2025-002198,2025-10-11,East,Partner,AURA-ACC-005,Accessories,91.66,11,12.1,0.0
SALE-2025-002199,2025-10-11,East,Partner,AURA-HP-006,Electronics,1166.99,5,130.4,0.1
SALE-2025-002200,2025-10-11,East,Partner,AURA-ACC-009,Accessories,271.62,6,29.87,0.0
SALE-2025-002201,2025-10-11,East,Partner,AURA-CBL-007,Cables,463.64,11,60.96,0.2
SALE-2025-002202,2025-10-11,East,Partner,AURA-ACC-010,Accessories,231.96,4,30.59,0.0
SALE-2025-002203,2025-10-11,East,Partner,AURA-HP-007,Electronics,496.78,5,63.85,0.15
SALE-2025-002204,2025-10-11,East,Partner,AURA-SPK-006,Electronics,898.15,8,126.43,0.0
SALE-2025-002205,2025-10-11,West,Online,AURA-HP-002,Electronics,392.81,5,38.62,0.1
SALE-2025-002206,2025-10-11,West,Online,AURA-SPK-001,Electronics,988.03,10,112.56,0.1
SALE-2025-002207,2025-10-11,West,Online,AURA-CBL-001,Cables,23.55,2,3.15,0.05
SALE-2025-002208,2025-10-11,West,Online,AURA-ACC-001,Accessories,236.79,7,23.49,0.0
SALE-2025-002209,2025-10-11,West,Online,AURA-HP-003,Electronics,1751.67,8,235.31,0.2
SALE-2025-002210,2025-10-11,West,Online,AURA-SPK-002,Electronics,198.7,4,25.28,0.0
SALE-2025-002211,2025-10-11,West,Online,AURA-CBL-002,Cables,19.09,2,2.51,0.15
SALE-2025-002212,2025-10-11,West,Online,AURA-CBL-003,Cables,126.32,9,15.61,0.05
SALE-2025-002213,2025-10-11,West,Online,AURA-CBL-004,Cables,74.68,9,7.25,0.1
SALE-2025-002214,2025-10-11,West,Online,AURA-CBL-005,Cables,61.43,5,7.05,0.0
SALE-2025-002215,2025-10-11,West,Online,AURA-CBL-006,Cables,96.5,7,12.39,0.0
SALE-2025-002216,2025-10-11,West,Online,AURA-ACC-002,Accessories,206.04,10,21.76,0.2
SALE-2025-002217,2025-10-11,West,Online,AURA-ACC-003,Accessories,349.42,12,36.1,0.2
SALE-2025-002218,2025-10-11,West,Online,AURA-ACC-004,Accessories,72.1,3,7.27,0.1
SALE-2025-002219,2025-10-11,West,Online,AURA-ACC-008,Accessories,85.03,6,9.1,0.0
SALE-2025-002220,2025-10-11,West,Online,AURA-HP-005,Electronics,652.77,10,93.72,0.0
SALE-2025-002221,2025-10-11,West,Online,AURA-SPK-005,Electronics,699.05,12,81.86,0.2
SALE-2025-002222,2025-10-11,West,Online,AURA-CBL-007,Cables,515.15,12,70.58,0.0
SALE-2025-002223,2025-10-11,West,Online,AURA-ACC-010,Accessories,326.43,6,37.3,0.2
SALE-2025-002224,2025-10-11,West,Online,AURA-HP-007,Electronics,984.37,9,118.44,0.1
SALE-2025-002225,2025-10-11,West,Retail,AURA-HP-002,Electronics,840.95,10,105.15,0.15
SALE-2025-002226,2025-10-11,West,Retail,AURA-CBL-001,Cables,122.37,10,12.28,0.1
SALE-2025-002227,2025-10-11,West,Retail,AURA-ACC-001,Accessories,332.77,10,32.06,0.2
SALE-2025-002228,2025-10-11,West,Retail,AURA-HP-003,Electronics,2184.52,10,220.21,0.0
SALE-2025-002229,2025-10-11,West,Retail,AURA-SPK-003,Electronics,770.04,4,77.05,0.15
SALE-2025-002230,2025-10-11,West,Retail,AURA-CBL-003,Cables,311.25,19,40.78,0.0
SALE-2025-002231,2025-10-11,West,Retail,AURA-CBL-004,Cables,68.36,8,8.26,0.0
SALE-2025-002232,2025-10-11,West,Retail,AURA-ACC-002,Accessories,169.59,8,23.33,0.15
SALE-2025-002233,2025-10-11,West,Retail,AURA-ACC-003,Accessories,276.26,9,28.84,0.1
SALE-2025-002234,2025-10-11,West,Retail,AURA-ACC-007,Accessories,86.01,5,8.71,0.0
SALE-2025-002235,2025-10-11,West,Retail,AURA-ACC-008,Accessories,61.11,5,8.33,0.1
SALE-2025-002236,2025-10-11,West,Retail,AURA-HP-005,Electronics,665.6,9,74.49,0.05
SALE-2025-002237,2025-10-11,West,Retail,AURA-HP-006,Electronics,1976.82,8,225.55,0.1
SALE-2025-002238,2025-10-11,West,Retail,AURA-ACC-009,Accessories,289.74,7,32.66,0.0
SALE-2025-002239,2025-10-11,West,Retail,AURA-CBL-007,Cables,438.95,10,62.86,0.2
SALE-2025-002240,2025-10-11,West,Retail,AURA-HP-007,Electronics,1071.28,10,144.46,0.0
SALE-2025-002241,2025-10-11,West,Retail,AURA-SPK-006,Electronics,983.87,9,125.45,0.0
SALE-2025-002242,2025-10-11,West,Partner,AURA-CBL-001,Cables,90.8,7,12.34,0.1
SALE-2025-002243,2025-10-11,West,Partner,AURA-ACC-001,Accessories,396.31,12,42.34,0.0
SALE-2025-002244,2025-10-11,West,Partner,AURA-SPK-002,Electronics,664.82,13,71.79,0.0
SALE-2025-002245,2025-10-11,West,Partner,AURA-SPK-003,Electronics,742.91,4,95.15,0.1
SALE-2025-002246,2025-10-11,West,Partner,AURA-SPK-004,Electronics,2140.02,15,232.84,0.0
SALE-2025-002247,2025-10-11,West,Partner,AURA-CBL-002,Cables,97.4,10,13.33,0.15
SALE-2025-002248,2025-10-11,West,Partner,AURA-CBL-004,Cables,79.95,11,8.43,0.0
SALE-2025-002249,2025-10-11,West,Partner,AURA-CBL-005,Cables,110.82,9,12.75,0.0
SALE-2025-002250,2025-10-11,West,Partner,AURA-CBL-006,Cables,83.67,6,9.41,0.15
SALE-2025-002251,2025-10-11,West,Partner,AURA-ACC-004,Accessories,137.26,5,16.07,0.15
SALE-2025-002252,2025-10-11,West,Partner,AURA-ACC-005,Accessories,75.78,8,10.64,0.0
SALE-2025-002253,2025-10-11,West,Partner,AURA-ACC-007,Accessories,170.3,11,20.08,0.0
SALE-2025-002254,2025-10-11,West,Partner,AURA-HP-005,Electronics,281.03,4,27.83,0.0
SALE-2025-002255,2025-10-11,West,Partner,AURA-HP-006,Electronics,1248.96,6,178.36,0.2
SALE-2025-002256,2025-10-11,West,Partner,AURA-SPK-005,Electronics,424.17,7,46.74,0.2
SALE-2025-002257,2025-10-11,West,Partner,AURA-ACC-009,Accessories,44.56,1,6.34,0.1
SALE-2025-002258,2025-10-11,West,Partner,AURA-CBL-007,Cables,212.75,5,29.47,0.1
SALE-2025-002259,2025-10-11,West,Partner,AURA-ACC-010,Accessories,469.84,8,61.64,0.0
SALE-2025-002260,2025-10-11,West,Partner,AURA-HP-007,Electronics,844.71,8,103.91,0.1
SALE-2025-002261,2025-10-11,West,Partner,AURA-SPK-006,Electronics,699.57,6,98.96,0.1
SALE-2025-002262,2025-10-12,North,Online,AURA-HP-002,Electronics,670.78,9,86.3,0.15
SALE-2025-002263,2025-10-12,North,Online,AURA-HP-004,Electronics,130.58,3,14.28,0.05
SALE-2025-002264,2025-10-12,North,Online,AURA-SPK-002,Electronics,216.0,4,30.81,0.05
SALE-2025-002265,2025-10-12,North,Online,AURA-SPK-003,Electronics,1335.13,8,144.28,0.1
SALE-2025-002266,2025-10-12,North,Online,AURA-CBL-002,Cables,73.2,7,9.11,0.0
SALE-2025-002267,2025-10-12,North,Online,AURA-CBL-003,Cables,161.93,11,21.49,0.2
SALE-2025-002268,2025-10-12,North,Online,AURA-CBL-006,Cables,156.45,12,18.17,0.1
SALE-2025-002269,2025-10-12,North,Online,AURA-ACC-002,Accessories,298.57,14,32.62,0.05
SALE-2025-002270,2025-10-12,North,Online,AURA-ACC-003,Accessories,345.7,11,48.86,0.0
SALE-2025-002271,2025-10-12,North,Online,AURA-ACC-004,Accessories,162.42,7,20.56,0.1
SALE-2025-002272,2025-10-12,North,Online,AURA-ACC-005,Accessories,82.75,10,10.44,0.05
SALE-2025-002273,2025-10-12,North,Online,AURA-ACC-006,Accessories,62.13,9,7.78,0.0
SALE-2025-002274,2025-10-12,North,Online,AURA-ACC-007,Accessories,70.09,4,9.79,0.0
SALE-2025-002275,2025-10-12,North,Online,AURA-HP-006,Electronics,1718.75,7,200.14,0.0
SALE-2025-002276,2025-10-12,North,Online,AURA-HP-007,Electronics,1104.62,12,158.94,0.1
SALE-2025-002277,2025-10-12,North,Retail,AURA-SPK-001,Electronics,288.87,3,33.73,0.0
SALE-2025-002278,2025-10-12,North,Retail,AURA-HP-003,Electronics,1671.61,8,182.61,0.0
SALE-2025-002279,2025-10-12,North,Retail,AURA-SPK-002,Electronics,361.62,7,34.94,0.15
SALE-2025-002280,2025-10-12,North,Retail,AURA-SPK-004,Electronics,1298.59,10,161.51,0.15
SALE-2025-002281,2025-10-12,North,Retail,AURA-CBL-002,Cables,98.85,9,12.37,0.1
SALE-2025-002282,2025-10-12,North,Retail,AURA-CBL-003,Cables,60.19,4,8.45,0.05
SALE-2025-002283,2025-10-12,North,Retail,AURA-CBL-004,Cables,73.63,10,7.42,0.0
SALE-2025-002284,2025-10-12,North,Retail,AURA-CBL-005,Cables,50.49,4,5.72,0.15
SALE-2025-002285,2025-10-12,North,Retail,AURA-ACC-005,Accessories,37.02,4,5.09,0.0
SALE-2025-002286,2025-10-12,North,Retail,AURA-SPK-005,Electronics,547.14,9,53.16,0.0
SALE-2025-002287,2025-10-12,North,Retail,AURA-ACC-009,Accessories,438.98,9,60.04,0.0
SALE-2025-002288,2025-10-12,North,Retail,AURA-CBL-007,Cables,124.36,3,14.04,0.0
SALE-2025-002289,2025-10-12,North,Retail,AURA-ACC-010,Accessories,290.55,5,36.75,0.2
SALE-2025-002290,2025-10-12,North,Retail,AURA-SPK-006,Electronics,1391.37,12,170.12,0.0
SALE-2025-002291,2025-10-12,North,Partner,AURA-ACC-001,Accessories,349.89,10,42.63,0.2
SALE-2025-002292,2025-10-12,North,Partner,AURA-HP-004,Electronics,383.57,9,38.69,0.15
SALE-2025-002293,2025-10-12,North,Partner,AURA-SPK-002,Electronics,196.2,4,25.96,0.0
SALE-2025-002294,2025-10-12,North,Partner,AURA-SPK-003,Electronics,937.28,5,105.75,0.2
SALE-2025-002295,2025-10-12,North,Partner,AURA-SPK-004,Electronics,1011.11,8,97.84,0.0
SALE-2025-002296,2025-10-12,North,Partner,AURA-CBL-002,Cables,97.26,9,12.61,0.1
SALE-2025-002297,2025-10-12,North,Partner,AURA-CBL-003,Cables,136.53,9,13.6,0.0
SALE-2025-002298,2025-10-12,North,Partner,AURA-CBL-004,Cables,89.61,11,12.37,0.05
SALE-2025-002299,2025-10-12,North,Partner,AURA-CBL-006,Cables,94.8,7,10.85,0.2
SALE-2025-002300,2025-10-12,North,Partner,AURA-ACC-005,Accessories,82.04,9,8.2,0.0
SALE-2025-002301,2025-10-12,North,Partner,AURA-ACC-006,Accessories,19.04,3,2.08,0.05
SALE-2025-002302,2025-10-12,North,Partner,AURA-ACC-007,Accessories,99.68,6,10.62,0.0
SALE-2025-002303,2025-10-12,North,Partner,AURA-ACC-008,Accessories,124.19,9,17.67,0.2
SALE-2025-002304,2025-10-12,North,Partner,AURA-SPK-005,Electronics,545.44,9,67.24,0.05
SALE-2025-002305,2025-10-12,North,Partner,AURA-ACC-009,Accessories,180.63,4,25.16,0.05
SALE-2025-002306,2025-10-12,South,Online,AURA-HP-002,Electronics,779.14,10,108.46,0.0
SALE-2025-002307,2025-10-12,South,Online,AURA-SPK-001,Electronics,786.76,9,108.0,0.15
SALE-2025-002308,2025-10-12,South,Online,AURA-CBL-001,Cables,91.63,7,9.36,0.2
SALE-2025-002309,2025-10-12,South,Online,AURA-HP-004,Electronics,294.63,8,33.21,0.15
SALE-2025-002310,2025-10-12,South,Online,AURA-SPK-003,Electronics,1184.71,6,140.19,0.1
SALE-2025-002311,2025-10-12,South,Online,AURA-CBL-002,Cables,69.06,7,9.93,0.0
SALE-2025-002312,2025-10-12,South,Online,AURA-CBL-003,Cables,106.17,7,10.49,0.0
SALE-2025-002313,2025-10-12,South,Online,AURA-CBL-004,Cables,83.2,10,11.8,0.0
SALE-2025-002314,2025-10-12,South,Online,AURA-CBL-005,Cables,117.56,9,15.39,0.15
SALE-2025-002315,2025-10-12,South,Online,AURA-CBL-006,Cables,110.37,8,12.69,0.15
SALE-2025-002316,2025-10-12,South,Online,AURA-ACC-002,Accessories,120.86,6,15.52,0.0
SALE-2025-002317,2025-10-12,South,Online,AURA-ACC-003,Accessories,127.12,4,16.88,0.15
SALE-2025-002318,2025-10-12,South,Online,AURA-ACC-004,Accessories,187.62,7,26.76,0.0
SALE-2025-002319,2025-10-12,South,Online,AURA-ACC-006,Accessories,77.5,12,9.41,0.15
SALE-2025-002320,2025-10-12,South,Online,AURA-ACC-007,Accessories,105.09,7,15.03,0.2
SALE-2025-002321,2025-10-12,South,Online,AURA-HP-005,Electronics,327.64,5,33.33,0.0
SALE-2025-002322,2025-10-12,South,Online,AURA-HP-006,Electronics,1127.77,5,146.21,0.15
SALE-2025-002323,2025-10-12,South,Online,AURA-SPK-005,Electronics,412.17,7,46.36,0.0
SALE-2025-002324,2025-10-12,South,Online,AURA-ACC-009,Accessories,252.52,6,29.46,0.0
SALE-2025-002325,2025-10-12,South,Online,AURA-CBL-007,Cables,224.8,6,32.22,0.15
SALE-2025-002326,2025-10-12,South,Online,AURA-ACC-010,Accessories,490.13,9,49.26,0.0
SALE-2025-002327,2025-10-12,South,Online,AURA-HP-007,Electronics,919.02,9,104.69,0.0
SALE-2025-002328,2025-10-12,South,Online,AURA-SPK-006,Electronics,844.63,7,81.59,0.0
SALE-2025-002329,2025-10-12,South,Retail,AURA-HP-002,Electronics,796.77,11,109.36,0.0
SALE-2025-002330,2025-10-12,South,Retail,AURA-SPK-001,Electronics,460.83,5,48.26,0.0
SALE-2025-002331,2025-10-12,South,Retail,AURA-ACC-001,Accessories,326.45,9,34.11,0.05
SALE-2025-002332,2025-10-12,South,Retail,AURA-SPK-002,Electronics,464.79,10,62.89,0.0
SALE-2025-002333,2025-10-12,South,Retail,AURA-CBL-004,Cables,78.16,9,10.07,0.1
SALE-2025-002334,2025-10-12,South,Retail,AURA-CBL-005,Cables,90.65,7,10.87,0.1
SALE-2025-002335,2025-10-12,South,Retail,AURA-CBL-006,Cables,85.84,6,10.95,0.2
SALE-2025-002336,2025-10-12,South,Retail,AURA-ACC-002,Accessories,197.82,10,20.1,0.1
SALE-2025-002337,2025-10-12,South,Retail,AURA-ACC-003,Accessories,341.61,12,40.84,0.2
SALE-2025-002338,2025-10-12,South,Retail,AURA-ACC-004,Accessories,315.66,13,44.19,0.05
SALE-2025-002339,2025-10-12,South,Retail,AURA-HP-005,Electronics,421.61,6,51.15,0.1
SALE-2025-002340,2025-10-12,South,Retail,AURA-SPK-005,Electronics,315.36,5,40.01,0.0
SALE-2025-002341,2025-10-12,South,Retail,AURA-ACC-009,Accessories,445.21,10,51.85,0.05
SALE-2025-002342,2025-10-12,South,Retail,AURA-CBL-007,Cables,558.79,14,66.82,0.0
SALE-2025-002343,2025-10-12,South,Retail,AURA-ACC-010,Accessories,224.78,4,29.89,0.2
SALE-2025-002344,2025-10-12,South,Retail,AURA-SPK-006,Electronics,1876.43,16,197.08,0.0
SALE-2025-002345,2025-10-12,South,Partner,AURA-HP-002,Electronics,895.28,11,113.49,0.15
SALE-2025-002346,2025-10-12,South,Partner,AURA-SPK-001,Electronics,407.47,5,58.03,0.05
SALE-2025-002347,2025-10-12,South,Partner,AURA-CBL-001,Cables,184.55,13,25.46,0.15
SALE-2025-002348,2025-10-12,South,Partner,AURA-ACC-001,Accessories,336.9,9,40.57,0.15
SALE-2025-002349,2025-10-12,South,Partner,AURA-SPK-002,Electronics,599.38,11,59.64,0.0
SALE-2025-002350,2025-10-12,South,Partner,AURA-SPK-003,Electronics,912.76,5,114.48,0.0
SALE-2025-002351,2025-10-12,South,Partner,AURA-CBL-002,Cables,82.95,8,8.92,0.2
SALE-2025-002352,2025-10-12,South,Partner,AURA-CBL-004,Cables,52.32,7,6.0,0.0
SALE-2025-002353,2025-10-12,South,Partner,AURA-CBL-005,Cables,115.2,9,12.42,0.15
SALE-2025-002354,2025-10-12,South,Partner,AURA-CBL-006,Cables,121.37,8,15.62,0.15
SALE-2025-002355,2025-10-12,South,Partner,AURA-ACC-004,Accessories,188.18,7,24.3,0.05
SALE-2025-002356,2025-10-12,South,Partner,AURA-ACC-006,Accessories,37.35,5,3.93,0.2
SALE-2025-002357,2025-10-12,South,Partner,AURA-ACC-007,Accessories,81.55,5,10.55,0.05
SALE-2025-002358,2025-10-12,South,Partner,AURA-ACC-008,Accessories,67.41,5,6.7,0.0
