RETURN_ID,RETURN_DATE,SALE_DATE,PRODUCT_SKU,GEO_TERRITORY,CHANNEL,RETURN_REASON,REFUND_AMOUNT,RETURN_RATE
RET-2025-002967,2025-11-22,2025-10-28,AURA-SPK-004,North,Online,Other,115.79,0.07
RET-2025-002968,2025-10-31,2025-10-28,AURA-ACC-004,North,Online,Defective,23.12,0.07
RET-2025-002969,2025-11-07,2025-10-28,AURA-ACC-004,North,Online,Other,25.27,0.07
RET-2025-002970,2025-11-03,2025-10-28,AURA-ACC-006,North,Online,Wrong Item,7.23,0.07
RET-2025-002971,2025-11-02,2025-10-28,AURA-ACC-010,North,Online,Other,48.68,0.07
RET-2025-002972,2025-11-07,2025-10-28,AURA-ACC-010,North,Online,Wrong Item,50.45,0.07
RET-2025-002973,2025-11-05,2025-10-28,AURA-HP-002,North,Retail,Other,74.62,0.07
RET-2025-002974,2025-11-10,2025-10-28,AURA-ACC-001,North,Retail,Other,33.29,0.07
RET-2025-002975,2025-10-31,2025-10-28,AURA-SPK-004,North,Retail,Wrong Item,117.26,0.07
RET-2025-002976,2025-11-05,2025-10-28,AURA-CBL-002,North,Retail,Wrong Item,10.55,0.07
RET-2025-002977,2025-11-03,2025-10-28,AURA-CBL-002,North,Retail,Wrong Item,10.43,0.07
RET-2025-002978,2025-11-07,2025-10-28,AURA-CBL-004,North,Retail,Changed Mind,7.37,0.07
RET-2025-002979,2025-11-15,2025-10-28,AURA-ACC-004,North,Retail,Other,24.07,0.07
RET-2025-002980,2025-11-13,2025-10-28,AURA-ACC-005,North,Retail,Other,8.49,0.07
RET-2025-002981,2025-11-07,2025-10-28,AURA-ACC-008,North,Retail,Wrong Item,13.6,0.07
RET-2025-002982,2025-11-16,2025-10-28,AURA-HP-006,North,Retail,Other,233.96,0.07
RET-2025-002983,2025-11-07,2025-10-28,AURA-CBL-007,North,Retail,Defective,42.41,0.07
RET-2025-002984,2025-11-21,2025-10-28,AURA-SPK-006,North,Retail,Changed Mind,97.63,0.07
RET-2025-002985,2025-11-04,2025-10-28,AURA-HP-004,North,Partner,Other,40.56,0.07
RET-2025-002986,2025-11-13,2025-10-28,AURA-CBL-002,North,Partner,Changed Mind,9.66,0.07
RET-2025-002987,2025-11-04,2025-10-28,AURA-CBL-003,North,Partner,Other,12.75,0.07
RET-2025-002988,2025-11-07,2025-10-28,AURA-ACC-010,North,Partner,Other,53.22,0.07
RET-2025-002989,2025-11-14,2025-10-28,AURA-SPK-006,North,Partner,Changed Mind,97.95,0.07
RET-2025-002990,2025-11-07,2025-10-28,AURA-SPK-001,South,Online,Changed Mind,78.88,0.07
RET-2025-002991,2025-11-01,2025-10-28,AURA-CBL-001,South,Online,Other,12.4,0.07
RET-2025-002992,2025-11-14,2025-10-28,AURA-HP-004,South,Online,Wrong Item,40.1,0.07
RET-2025-002993,2025-11-12,2025-10-28,AURA-CBL-003,South,Online,Other,13.9,0.07
RET-2025-002994,2025-11-16,2025-10-28,AURA-ACC-007,South,Online,Wrong Item,13.4,0.07
RET-2025-002995,2025-11-18,2025-10-28,AURA-ACC-007,South,Online,Changed Mind,12.8,0.07
RET-2025-002996,2025-11-05,2025-10-28,AURA-ACC-008,South,Online,Wrong Item,13.44,0.07
RET-2025-002997,2025-11-16,2025-10-28,AURA-ACC-010,South,Online,Defective,52.71,0.07
RET-2025-002998,2025-11-07,2025-10-28,AURA-ACC-010,South,Online,Other,49.36,0.07
RET-2025-002999,2025-11-06,2025-10-28,AURA-SPK-001,South,Retail,Wrong Item,92.42,0.07
RET-2025-003000,2025-11-19,2025-10-28,AURA-SPK-001,South,Retail,Changed Mind,94.09,0.07
RET-2025-003001,2025-11-21,2025-10-28,AURA-HP-003,South,Retail,Other,199.16,0.07
RET-2025-003002,2025-11-06,2025-10-28,AURA-CBL-003,South,Retail,Other,12.82,0.07
RET-2025-003003,2025-11-04,2025-10-28,AURA-CBL-006,South,Retail,Other,11.65,0.07
RET-2025-003004,2025-11-04,2025-10-28,AURA-ACC-005,South,Retail,Wrong Item,8.6,0.07
RET-2025-003005,2025-11-14,2025-10-28,AURA-ACC-005,South,Retail,Defective,8.09,0.07
RET-2025-003006,2025-11-06,2025-10-28,AURA-ACC-006,South,Retail,Wrong Item,6.51,0.07
RET-2025-003007,2025-11-17,2025-10-28,AURA-ACC-010,South,Retail,Changed Mind,44.35,0.07
RET-2025-003008,2025-11-13,2025-10-28,AURA-HP-007,South,Retail,Other,96.4,0.07
RET-2025-003009,2025-11-11,2025-10-28,AURA-SPK-003,South,Partner,Changed Mind,163.33,0.07
RET-2025-003010,2025-11-20,2025-10-28,AURA-SPK-003,South,Partner,Wrong Item,151.29,0.07
RET-2025-003011,2025-11-22,2025-10-28,AURA-SPK-004,South,Partner,Other,115.81,0.07
RET-2025-003012,2025-11-21,2025-10-28,AURA-CBL-002,South,Partner,Other,8.85,0.07
RET-2025-003013,2025-11-21,2025-10-28,AURA-ACC-006,South,Partner,Other,6.49,0.07
RET-2025-003014,2025-11-13,2025-10-28,AURA-SPK-005,South,Partner,Changed Mind,52.76,0.07
RET-2025-003015,2025-11-13,2025-10-28,AURA-ACC-001,East,Online,Wrong Item,33.42,0.07
RET-2025-003016,2025-11-12,2025-10-28,AURA-CBL-006,East,Online,Changed Mind,14.13,0.07
RET-2025-003017,2025-11-05,2025-10-28,AURA-HP-007,East,Online,Wrong Item,81.58,0.07
RET-2025-003018,2025-11-05,2025-10-28,AURA-HP-004,East,Retail,Other,33.87,0.07
RET-2025-003019,2025-11-14,2025-10-28,AURA-HP-004,East,Retail,Wrong Item,31.89,0.07
RET-2025-003020,2025-11-01,2025-10-28,AURA-CBL-003,East,Retail,Changed Mind,13.07,0.07
RET-2025-003021,2025-11-21,2025-10-28,AURA-ACC-002,East,Retail,Defective,18.42,0.07
RET-2025-003022,2025-11-11,2025-10-28,AURA-HP-002,East,Partner,Wrong Item,77.49,0.07
RET-2025-003023,2025-11-13,2025-10-28,AURA-CBL-002,East,Partner,Other,8.34,0.07
RET-2025-003024,2025-11-08,2025-10-28,AURA-CBL-005,East,Partner,Other,9.69,0.07
RET-2025-003025,2025-11-04,2025-10-28,AURA-ACC-003,East,Partner,Defective,24.48,0.07
RET-2025-003026,2025-11-09,2025-10-28,AURA-ACC-003,East,Partner,Wrong Item,27.72,0.07
RET-2025-003027,2025-11-18,2025-10-28,AURA-ACC-005,East,Partner,Wrong Item,8.39,0.07
RET-2025-003028,2025-11-22,2025-10-28,AURA-ACC-005,East,Partner,Defective,8.75,0.07
RET-2025-003029,2025-11-09,2025-10-28,AURA-HP-005,East,Partner,Wrong Item,73.96,0.07
RET-2025-003030,2025-11-21,2025-10-28,AURA-ACC-010,East,Partner,Changed Mind,52.17,0.07
RET-2025-003031,2025-11-06,2025-10-28,AURA-HP-007,East,Partner,Changed Mind,86.3,0.07
RET-2025-003032,2025-11-15,2025-10-28,AURA-HP-007,East,Partner,Wrong Item,90.3,0.07
RET-2025-003033,2025-11-16,2025-10-28,AURA-SPK-002,West,Online,Wrong Item,44.27,0.07
RET-2025-003034,2025-11-18,2025-10-28,AURA-SPK-004,West,Online,Other,112.09,0.07
RET-2025-003035,2025-11-19,2025-10-28,AURA-CBL-003,West,Online,Other,13.54,0.07
RET-2025-003036,2025-11-01,2025-10-28,AURA-ACC-004,West,Online,Wrong Item,23.97,0.07
RET-2025-003037,2025-11-09,2025-10-28,AURA-ACC-006,West,Online,Changed Mind,6.47,0.07
RET-2025-003038,2025-11-17,2025-10-28,AURA-ACC-006,West,Online,Other,7.17,0.07
RET-2025-003039,2025-10-31,2025-10-28,AURA-ACC-006,West,Online,Other,6.58,0.07
RET-2025-003040,2025-11-18,2025-10-28,AURA-HP-005,West,Online,Changed Mind,57.36,0.07
RET-2025-003041,2025-11-20,2025-10-28,AURA-SPK-005,West,Online,Defective,53.0,0.07
RET-2025-003042,2025-11-04,2025-10-28,AURA-HP-007,West,Online,Wrong Item,105.16,0.07
RET-2025-003043,2025-10-31,2025-10-28,AURA-SPK-003,West,Retail,Other,176.04,0.07
RET-2025-003044,2025-11-13,2025-10-28,AURA-CBL-002,West,Retail,Defective,9.76,0.07
RET-2025-003045,2025-11-12,2025-10-28,AURA-ACC-002,West,Retail,Changed Mind,19.1,0.07
RET-2025-003046,2025-11-08,2025-10-28,AURA-HP-005,West,Retail,Wrong Item,71.33,0.07
RET-2025-003047,2025-11-04,2025-10-28,AURA-SPK-006,West,Retail,Other,109.84,0.07
RET-2025-003048,2025-11-04,2025-10-28,AURA-SPK-002,West,Partner,Defective,47.36,0.07
RET-2025-003049,2025-11-11,2025-10-28,AURA-SPK-002,West,Partner,Wrong Item,47.91,0.07
RET-2025-003050,2025-11-22,2025-10-28,AURA-CBL-003,West,Partner,Wrong Item,16.04,0.07
RET-2025-003051,2025-11-09,2025-10-28,AURA-CBL-003,West,Partner,Changed Mind,16.07,0.07
RET-2025-003052,2025-10-31,2025-10-28,AURA-ACC-003,West,Partner,Changed Mind,25.93,0.07
RET-2025-003053,2025-11-17,2025-10-28,AURA-ACC-005,West,Partner,Other,8.65,0.07
RET-2025-003054,2025-11-15,2025-10-28,AURA-ACC-007,West,Partner,Wrong Item,13.81,0.07
RET-2025-003055,2025-11-08,2025-10-28,AURA-ACC-007,West,Partner,Wrong Item,13.76,0.07
RET-2025-003056,2025-11-14,2025-10-28,AURA-SPK-005,West,Partner,Wrong Item,60.14,0.07
RET-2025-003057,2025-11-03,2025-10-28,AURA-SPK-005,West,Partner,Changed Mind,60.12,0.07
RET-2025-003058,2025-11-22,2025-10-28,AURA-SPK-005,West,Partner,Wrong Item,60.09,0.07
RET-2025-003059,2025-11-09,2025-10-29,AURA-HP-002,North,Online,Wrong Item,74.16,0.07
RET-2025-003060,2025-11-03,2025-10-29,AURA-CBL-001,North,Online,Wrong Item,11.54,0.07
RET-2025-003061,2025-11-13,2025-10-29,AURA-SPK-002,North,Online,Other,51.78,0.07
RET-2025-003062,2025-11-11,2025-10-29,AURA-CBL-004,North,Online,Changed Mind,8.07,0.07
RET-2025-003063,2025-11-02,2025-10-29,AURA-CBL-006,North,Online,Changed Mind,11.62,0.07
RET-2025-003064,2025-11-02,2025-10-29,AURA-ACC-008,North,Online,Wrong Item,12.09,0.07
RET-2025-003065,2025-11-23,2025-10-29,AURA-HP-006,North,Online,Wrong Item,189.94,0.07
RET-2025-003066,2025-11-23,2025-10-29,AURA-SPK-006,North,Online,Changed Mind,115.23,0.07
RET-2025-003067,2025-11-12,2025-10-29,AURA-ACC-001,North,Retail,Other,33.4,0.07
RET-2025-003068,2025-11-12,2025-10-29,AURA-HP-004,North,Retail,Changed Mind,33.35,0.07
RET-2025-003069,2025-11-20,2025-10-29,AURA-SPK-002,North,Retail,Defective,49.28,0.07
RET-2025-003070,2025-11-18,2025-10-29,AURA-CBL-004,North,Retail,Other,6.83,0.07
RET-2025-003071,2025-11-04,2025-10-29,AURA-CBL-005,North,Retail,Other,11.86,0.07
RET-2025-003072,2025-11-04,2025-10-29,AURA-CBL-006,North,Retail,Other,11.72,0.07
RET-2025-003073,2025-11-14,2025-10-29,AURA-HP-005,North,Retail,Other,65.77,0.07
RET-2025-003074,2025-11-23,2025-10-29,AURA-SPK-001,North,Partner,Other,72.61,0.07
RET-2025-003075,2025-11-15,2025-10-29,AURA-ACC-001,North,Partner,Changed Mind,29.72,0.07
RET-2025-003076,2025-11-04,2025-10-29,AURA-ACC-001,North,Partner,Other,32.54,0.07
RET-2025-003077,2025-11-12,2025-10-29,AURA-CBL-006,North,Partner,Wrong Item,12.89,0.07
RET-2025-003078,2025-11-10,2025-10-29,AURA-ACC-004,North,Partner,Wrong Item,20.81,0.07
RET-2025-003079,2025-11-08,2025-10-29,AURA-ACC-004,North,Partner,Wrong Item,23.63,0.07
RET-2025-003080,2025-11-15,2025-10-29,AURA-ACC-007,North,Partner,Wrong Item,14.06,0.07
RET-2025-003081,2025-11-06,2025-10-29,AURA-HP-006,North,Partner,Changed Mind,236.76,0.07
RET-2025-003082,2025-11-08,2025-10-29,AURA-HP-002,South,Online,Wrong Item,81.37,0.07
RET-2025-003083,2025-11-10,2025-10-29,AURA-HP-003,South,Online,Wrong Item,192.01,0.07
RET-2025-003084,2025-11-16,2025-10-29,AURA-SPK-003,South,Online,Wrong Item,151.51,0.07
RET-2025-003085,2025-11-19,2025-10-29,AURA-SPK-003,South,Online,Defective,151.57,0.07
RET-2025-003086,2025-11-13,2025-10-29,AURA-CBL-006,South,Online,Wrong Item,13.83,0.07
RET-2025-003087,2025-11-16,2025-10-29,AURA-ACC-008,South,Online,Changed Mind,12.55,0.07
RET-2025-003088,2025-11-05,2025-10-29,AURA-HP-006,South,Online,Defective,233.5,0.07
RET-2025-003089,2025-11-07,2025-10-29,AURA-HP-006,South,Online,Other,206.53,0.07
RET-2025-003090,2025-11-23,2025-10-29,AURA-ACC-009,South,Online,Wrong Item,36.77,0.07
RET-2025-003091,2025-11-15,2025-10-29,AURA-ACC-009,South,Online,Other,38.12,0.07
RET-2025-003092,2025-11-17,2025-10-29,AURA-HP-007,South,Online,Changed Mind,99.77,0.07
RET-2025-003093,2025-11-20,2025-10-29,AURA-HP-002,South,Retail,Changed Mind,67.08,0.07
RET-2025-003094,2025-11-07,2025-10-29,AURA-CBL-002,South,Retail,Wrong Item,8.23,0.07
RET-2025-003095,2025-11-08,2025-10-29,AURA-CBL-005,South,Retail,Changed Mind,10.46,0.07
RET-2025-003096,2025-11-15,2025-10-29,AURA-ACC-004,South,Retail,Other,24.55,0.07
RET-2025-003097,2025-11-18,2025-10-29,AURA-ACC-006,South,Retail,Changed Mind,5.86,0.07
RET-2025-003098,2025-11-07,2025-10-29,AURA-CBL-007,South,Retail,Wrong Item,36.61,0.07
RET-2025-003099,2025-11-21,2025-10-29,AURA-ACC-010,South,Retail,Wrong Item,46.78,0.07
RET-2025-003100,2025-11-11,2025-10-29,AURA-SPK-001,South,Partner,Wrong Item,83.9,0.07
RET-2025-003101,2025-11-12,2025-10-29,AURA-SPK-001,South,Partner,Changed Mind,90.15,0.07
RET-2025-003102,2025-11-03,2025-10-29,AURA-SPK-001,South,Partner,Changed Mind,89.17,0.07
RET-2025-003103,2025-11-02,2025-10-29,AURA-CBL-003,South,Partner,Wrong Item,14.27,0.07
RET-2025-003104,2025-11-01,2025-10-29,AURA-ACC-005,South,Partner,Wrong Item,7.9,0.07
RET-2025-003105,2025-11-20,2025-10-29,AURA-ACC-007,South,Partner,Other,12.97,0.07
RET-2025-003106,2025-11-21,2025-10-29,AURA-ACC-008,South,Partner,Other,10.75,0.07
RET-2025-003107,2025-11-16,2025-10-29,AURA-HP-006,South,Partner,Other,199.09,0.07
RET-2025-003108,2025-11-12,2025-10-29,AURA-SPK-006,South,Partner,Other,102.43,0.07
RET-2025-003109,2025-11-08,2025-10-29,AURA-SPK-001,East,Online,Wrong Item,79.47,0.07
RET-2025-003110,2025-11-20,2025-10-29,AURA-HP-004,East,Online,Other,37.69,0.07
RET-2025-003111,2025-11-06,2025-10-29,AURA-SPK-004,East,Online,Other,116.64,0.07
RET-2025-003112,2025-11-22,2025-10-29,AURA-CBL-006,East,Online,Other,13.19,0.07
RET-2025-003113,2025-11-09,2025-10-29,AURA-CBL-006,East,Online,Wrong Item,14.01,0.07
RET-2025-003114,2025-11-08,2025-10-29,AURA-CBL-006,East,Online,Wrong Item,13.77,0.07
RET-2025-003115,2025-11-18,2025-10-29,AURA-CBL-006,East,Online,Wrong Item,13.37,0.07
RET-2025-003116,2025-11-07,2025-10-29,AURA-ACC-005,East,Online,Other,8.45,0.07
RET-2025-003117,2025-11-16,2025-10-29,AURA-ACC-006,East,Online,Wrong Item,7.61,0.07
RET-2025-003118,2025-11-07,2025-10-29,AURA-ACC-007,East,Online,Wrong Item,14.97,0.07
RET-2025-003119,2025-11-21,2025-10-29,AURA-ACC-007,East,Online,Wrong Item,13.84,0.07
RET-2025-003120,2025-11-07,2025-10-29,AURA-HP-006,East,Online,Other,205.28,0.07
RET-2025-003121,2025-11-21,2025-10-29,AURA-SPK-005,East,Online,Changed Mind,53.86,0.07
RET-2025-003122,2025-11-06,2025-10-29,AURA-HP-007,East,Online,Defective,106.78,0.07
RET-2025-003123,2025-11-16,2025-10-29,AURA-HP-007,East,Online,Wrong Item,103.91,0.07
RET-2025-003124,2025-11-17,2025-10-29,AURA-HP-004,East,Retail,Wrong Item,32.47,0.07
RET-2025-003125,2025-11-11,2025-10-29,AURA-CBL-004,East,Retail,Wrong Item,7.12,0.07
RET-2025-003126,2025-11-16,2025-10-29,AURA-CBL-005,East,Retail,Wrong Item,10.97,0.07
RET-2025-003127,2025-11-22,2025-10-29,AURA-ACC-008,East,Retail,Other,13.06,0.07
RET-2025-003128,2025-11-19,2025-10-29,AURA-ACC-008,East,Retail,Wrong Item,12.41,0.07
RET-2025-003129,2025-11-23,2025-10-29,AURA-ACC-008,East,Retail,Changed Mind,13.22,0.07
RET-2025-003130,2025-11-01,2025-10-29,AURA-HP-005,East,Retail,Other,69.05,0.07
RET-2025-003131,2025-11-04,2025-10-29,AURA-ACC-009,East,Retail,Other,43.66,0.07
RET-2025-003132,2025-11-23,2025-10-29,AURA-CBL-007,East,Retail,Changed Mind,40.57,0.07
RET-2025-003133,2025-11-16,2025-10-29,AURA-ACC-010,East,Retail,Wrong Item,49.66,0.07
RET-2025-003134,2025-11-10,2025-10-29,AURA-SPK-001,East,Partner,Wrong Item,93.19,0.07
RET-2025-003135,2025-11-09,2025-10-29,AURA-SPK-001,East,Partner,Changed Mind,85.44,0.07
RET-2025-003136,2025-11-19,2025-10-29,AURA-HP-004,East,Partner,Other,38.61,0.07
RET-2025-003137,2025-11-13,2025-10-29,AURA-SPK-002,East,Partner,Defective,44.13,0.07
RET-2025-003138,2025-11-15,2025-10-29,AURA-ACC-003,East,Partner,Changed Mind,26.13,0.07
RET-2025-003139,2025-11-05,2025-10-29,AURA-ACC-003,East,Partner,Changed Mind,26.99,0.07
RET-2025-003140,2025-11-18,2025-10-29,AURA-HP-006,East,Partner,Changed Mind,214.23,0.07
RET-2025-003141,2025-11-14,2025-10-29,AURA-ACC-010,East,Partner,Wrong Item,48.83,0.07
RET-2025-003142,2025-11-19,2025-10-29,AURA-ACC-001,West,Online,Other,34.58,0.07
RET-2025-003143,2025-11-10,2025-10-29,AURA-CBL-005,West,Online,Other,11.98,0.07
RET-2025-003144,2025-11-18,2025-10-29,AURA-ACC-006,West,Online,Changed Mind,6.08,0.07
RET-2025-003145,2025-11-10,2025-10-29,AURA-HP-005,West,Online,Other,65.65,0.07
RET-2025-003146,2025-11-21,2025-10-29,AURA-ACC-010,West,Online,Other,45.03,0.07
RET-2025-003147,2025-11-16,2025-10-29,AURA-SPK-004,West,Retail,Other,129.11,0.07
RET-2025-003148,2025-11-03,2025-10-29,AURA-CBL-003,West,Retail,Other,12.31,0.07
RET-2025-003149,2025-11-04,2025-10-29,AURA-ACC-002,West,Retail,Other,17.15,0.07
RET-2025-003150,2025-11-06,2025-10-29,AURA-HP-006,West,Retail,Wrong Item,212.76,0.07
RET-2025-003151,2025-11-09,2025-10-29,AURA-ACC-009,West,Retail,Changed Mind,40.58,0.07
RET-2025-003152,2025-11-06,2025-10-29,AURA-CBL-007,West,Retail,Changed Mind,38.19,0.07
RET-2025-003153,2025-11-14,2025-10-29,AURA-CBL-007,West,Retail,Other,35.86,0.07
RET-2025-003154,2025-11-15,2025-10-29,AURA-ACC-010,West,Retail,Wrong Item,58.85,0.07
RET-2025-003155,2025-11-16,2025-10-29,AURA-HP-007,West,Retail,Other,89.88,0.07
RET-2025-003156,2025-11-08,2025-10-29,AURA-HP-007,West,Retail,Other,104.57,0.07
RET-2025-003157,2025-11-20,2025-10-29,AURA-SPK-002,West,Partner,Defective,51.19,0.07
RET-2025-003158,2025-11-09,2025-10-29,AURA-SPK-002,West,Partner,Changed Mind,53.94,0.07
RET-2025-003159,2025-11-15,2025-10-29,AURA-CBL-003,West,Partner,Other,13.62,0.07
RET-2025-003160,2025-11-10,2025-10-29,AURA-CBL-005,West,Partner,Other,11.12,0.07
RET-2025-003161,2025-11-08,2025-10-29,AURA-CBL-005,West,Partner,Other,10.98,0.07
RET-2025-003162,2025-11-06,2025-10-29,AURA-CBL-005,West,Partner,Other,10.33,0.07
RET-2025-003163,2025-11-06,2025-10-29,AURA-ACC-003,West,Partner,Wrong Item,24.84,0.07
RET-2025-003164,2025-11-15,2025-10-29,AURA-ACC-004,West,Partner,Other,21.66,0.07
RET-2025-003165,2025-11-19,2025-10-29,AURA-ACC-008,West,Partner,Changed Mind,12.31,0.07
RET-2025-003166,2025-11-07,2025-10-29,AURA-ACC-008,West,Partner,Wrong Item,13.04,0.07
RET-2025-003167,2025-11-10,2025-10-29,AURA-CBL-007,West,Partner,Changed Mind,36.71,0.07
RET-2025-003168,2025-11-06,2025-10-29,AURA-CBL-007,West,Partner,Changed Mind,31.5,0.07
RET-2025-003169,2025-11-21,2025-10-29,AURA-CBL-007,West,Partner,Defective,31.69,0.07
RET-2025-003170,2025-11-05,2025-10-30,AURA-HP-004,North,Online,Changed Mind,37.35,0.07
RET-2025-003171,2025-11-07,2025-10-30,AURA-SPK-005,North,Online,Other,55.15,0.07
RET-2025-003172,2025-11-05,2025-10-30,AURA-SPK-006,North,Online,Defective,99.84,0.07
RET-2025-003173,2025-11-19,2025-10-30,AURA-SPK-006,North,Online,Wrong Item,97.5,0.07
RET-2025-003174,2025-11-11,2025-10-30,AURA-SPK-004,North,Retail,Other,115.23,0.07
RET-2025-003175,2025-11-18,2025-10-30,AURA-SPK-004,North,Retail,Other,106.71,0.07
RET-2025-003176,2025-11-05,2025-10-30,AURA-SPK-004,North,Retail,Changed Mind,119.48,0.07
RET-2025-003177,2025-11-18,2025-10-30,AURA-CBL-004,North,Retail,Wrong Item,7.86,0.07
RET-2025-003178,2025-11-20,2025-10-30,AURA-CBL-006,North,Retail,Wrong Item,12.5,0.07
RET-2025-003179,2025-11-02,2025-10-30,AURA-ACC-004,North,Retail,Changed Mind,24.07,0.07
RET-2025-003180,2025-11-15,2025-10-30,AURA-ACC-004,North,Retail,Wrong Item,25.45,0.07
RET-2025-003181,2025-11-23,2025-10-30,AURA-ACC-004,North,Retail,Defective,23.95,0.07
RET-2025-003182,2025-11-14,2025-10-30,AURA-ACC-004,North,Retail,Other,25.66,0.07
RET-2025-003183,2025-11-23,2025-10-30,AURA-ACC-007,North,Retail,Other,14.11,0.07
RET-2025-003184,2025-11-19,2025-10-30,AURA-ACC-007,North,Retail,Other,14.34,0.07
RET-2025-003185,2025-11-20,2025-10-30,AURA-ACC-008,North,Retail,Wrong Item,10.92,0.07
RET-2025-003186,2025-11-08,2025-10-30,AURA-ACC-009,North,Retail,Other,40.52,0.07
RET-2025-003187,2025-11-16,2025-10-30,AURA-ACC-010,North,Retail,Defective,44.66,0.07
RET-2025-003188,2025-11-11,2025-10-30,AURA-SPK-001,North,Partner,Other,90.76,0.07
RET-2025-003189,2025-11-09,2025-10-30,AURA-CBL-001,North,Partner,Other,11.44,0.07
RET-2025-003190,2025-11-17,2025-10-30,AURA-CBL-001,North,Partner,Other,10.48,0.07
RET-2025-003191,2025-11-13,2025-10-30,AURA-CBL-001,North,Partner,Changed Mind,10.96,0.07
RET-2025-003192,2025-11-10,2025-10-30,AURA-ACC-001,North,Partner,Other,28.93,0.07
RET-2025-003193,2025-11-05,2025-10-30,AURA-SPK-003,North,Partner,Other,164.36,0.07
RET-2025-003194,2025-11-17,2025-10-30,AURA-SPK-004,North,Partner,Other,121.73,0.07
RET-2025-003195,2025-11-18,2025-10-30,AURA-SPK-004,North,Partner,Changed Mind,111.01,0.07
RET-2025-003196,2025-11-14,2025-10-30,AURA-SPK-004,North,Partner,Changed Mind,123.4,0.07
RET-2025-003197,2025-11-16,2025-10-30,AURA-CBL-006,North,Partner,Wrong Item,13.08,0.07
RET-2025-003198,2025-11-15,2025-10-30,AURA-CBL-006,North,Partner,Changed Mind,13.35,0.07
RET-2025-003199,2025-11-23,2025-10-30,AURA-ACC-004,North,Partner,Other,22.62,0.07
RET-2025-003200,2025-11-09,2025-10-30,AURA-ACC-005,North,Partner,Changed Mind,8.46,0.07
RET-2025-003201,2025-11-06,2025-10-30,AURA-CBL-007,North,Partner,Other,39.07,0.07
RET-2025-003202,2025-11-23,2025-10-30,AURA-ACC-010,North,Partner,Wrong Item,48.08,0.07
RET-2025-003203,2025-11-18,2025-10-30,AURA-ACC-010,North,Partner,Other,49.88,0.07
RET-2025-003204,2025-11-11,2025-10-30,AURA-HP-002,South,Online,Changed Mind,79.48,0.07
RET-2025-003205,2025-11-12,2025-10-30,AURA-CBL-001,South,Online,Wrong Item,11.89,0.07
RET-2025-003206,2025-11-14,2025-10-30,AURA-HP-003,South,Online,Changed Mind,166.28,0.07
RET-2025-003207,2025-11-24,2025-10-30,AURA-SPK-002,South,Online,Changed Mind,49.15,0.07
RET-2025-003208,2025-11-05,2025-10-30,AURA-CBL-003,South,Online,Changed Mind,13.39,0.07
RET-2025-003209,2025-11-19,2025-10-30,AURA-CBL-005,South,Online,Changed Mind,11.19,0.07
RET-2025-003210,2025-11-21,2025-10-30,AURA-CBL-006,South,Online,Changed Mind,12.63,0.07
RET-2025-003211,2025-11-09,2025-10-30,AURA-ACC-002,South,Online,Changed Mind,17.23,0.07
RET-2025-003212,2025-11-23,2025-10-30,AURA-ACC-004,South,Online,Other,24.44,0.07
RET-2025-003213,2025-11-04,2025-10-30,AURA-ACC-009,South,Online,Wrong Item,44.9,0.07
RET-2025-003214,2025-11-23,2025-10-30,AURA-CBL-007,South,Online,Changed Mind,34.87,0.07
RET-2025-003215,2025-11-12,2025-10-30,AURA-HP-007,South,Online,Changed Mind,98.28,0.07
RET-2025-003216,2025-11-03,2025-10-30,AURA-SPK-001,South,Retail,Changed Mind,91.63,0.07
RET-2025-003217,2025-11-14,2025-10-30,AURA-SPK-001,South,Retail,Wrong Item,84.01,0.07
RET-2025-003218,2025-11-18,2025-10-30,AURA-ACC-001,South,Retail,Defective,34.71,0.07
RET-2025-003219,2025-11-18,2025-10-30,AURA-ACC-001,South,Retail,Defective,35.13,0.07
RET-2025-003220,2025-11-14,2025-10-30,AURA-HP-004,South,Retail,Changed Mind,39.77,0.07
RET-2025-003221,2025-11-10,2025-10-30,AURA-SPK-002,South,Retail,Other,46.54,0.07
RET-2025-003222,2025-11-09,2025-10-30,AURA-ACC-005,South,Retail,Wrong Item,8.41,0.07
RET-2025-003223,2025-11-15,2025-10-30,AURA-SPK-005,South,Retail,Changed Mind,56.3,0.07
RET-2025-003224,2025-11-06,2025-10-30,AURA-ACC-009,South,Retail,Other,42.21,0.07
RET-2025-003225,2025-11-08,2025-10-30,AURA-CBL-007,South,Retail,Wrong Item,39.58,0.07
RET-2025-003226,2025-11-22,2025-10-30,AURA-CBL-007,South,Retail,Changed Mind,39.67,0.07
RET-2025-003227,2025-11-19,2025-10-30,AURA-CBL-006,South,Partner,Other,14.53,0.07
RET-2025-003228,2025-11-20,2025-10-30,AURA-ACC-003,South,Partner,Wrong Item,28.03,0.07
RET-2025-003229,2025-11-18,2025-10-30,AURA-ACC-009,South,Partner,Changed Mind,38.82,0.07
RET-2025-003230,2025-11-17,2025-10-30,AURA-SPK-004,East,Online,Other,113.76,0.07
RET-2025-003231,2025-11-23,2025-10-30,AURA-SPK-004,East,Online,Wrong Item,120.97,0.07
RET-2025-003232,2025-11-04,2025-10-30,AURA-CBL-002,East,Online,Defective,9.51,0.07
RET-2025-003233,2025-11-24,2025-10-30,AURA-SPK-005,East,Online,Other,54.78,0.07
RET-2025-003234,2025-11-20,2025-10-30,AURA-CBL-007,East,Online,Wrong Item,40.65,0.07
